Date,Open,High,Low,Close,Volume,rsi,macd,macd_signal,atr,ema20,ema50,signal,swing_high,swing_low,fib_0.236,fib_0.382,fib_0.5,fib_0.618,fib_0.786,position,returns,capital,cummax,drawdown
2000-02-24,4583.89013671875,4620.02978515625,4495.2001953125,4617.64990234375,1944050000,69.38095255825037,114.728619410791,95.88957330769429,119.03567940848214,4359.896071774156,4232.726672565112,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,-0.014794492501187806,9817.379567795939,10362.576680696458,-0.052612118558902465
2000-02-25,4618.830078125,4662.93017578125,4576.18994140625,4590.5,1825500000,66.60182077162557,118.71800172044277,100.455258990244,119.24142020089286,4381.8583506528075,4246.756999131186,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,0.005879593065288402,9875.101764622057,10362.576680696458,-0.04704186334104299
2000-02-28,4575.06982421875,4626.72021484375,4466.419921875,4577.85009765625,1798070000,63.089911085286644,119.4815654316908,104.26052027853336,125.13288225446429,4400.524231319802,4259.7410422106,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,0.0027556698276332003,9902.314284599632,10362.576680696458,-0.04441582535685451
2000-02-29,4646.64013671875,4698.4599609375,4637.169921875,4696.68994140625,2088840000,63.57805978670195,128.19828732304723,109.04807368743614,126.125732421875,4428.730489423274,4276.876293159449,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,-0.025959749929523213,9645.25268204788,10362.576680696458,-0.06922255156720036
2000-03-01,4732.81982421875,4796.89990234375,4732.81982421875,4784.080078125,2232340000,70.74332077971088,140.53797165055676,115.34605328006027,126.28219168526786,4462.573307394867,4296.766637667902,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,-0.018606750245170334,9465.785874341456,10362.576680696458,-0.0865412950840263
2000-03-02,4816.81005859375,4829.009765625,4705.4501953125,4754.509765625,2137080000,64.58799805446029,146.2453578427585,121.52591419259993,125.96644810267857,4490.376779607261,4314.717348568181,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,0.00618098192695582,9524.293725755195,10362.576680696458,-0.08089522333792021
2000-03-03,4846.009765625,4914.7900390625,4813.81982421875,4914.7900390625,2136530000,76.18485839209043,161.83623370525038,129.58797809513,128.18289620535714,4530.797090031569,4338.2496109405065,SELL,,,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,-0.03371120921789306,9203.218267313594,10362.576680696458,-0.11187935675714056
2000-03-06,4935.64990234375,4980.14990234375,4887.8798828125,4904.85009765625,2015580000,74.84876564925607,171.41409002430737,137.95320048096548,129.02933175223214,4566.421185995824,4360.469237870536,SELL,4980.14990234375,3748.030029296875,4689.3696123046875,4509.480110839844,4364.0899658203125,4218.699820800781,4011.703682128906,-1.0,0.00202245494258102,9221.831361585975,10362.576680696458,-0.11008317277260571
2000-03-07,4991.97021484375,5006.77978515625,4829.8798828125,4847.83984375,2156410000,70.66513437408888,172.41684506210913,144.84592939719423,130.98503766741072,4593.222962924793,4379.581810650123,SELL,5006.77978515625,3748.030029296875,4709.714842773437,4525.937378417969,4377.4049072265625,4228.872436035156,4017.4024770507813,-1.0,0.011623240827174697,9329.018928369283,10362.576680696458,-0.09973945517358629
2000-03-08,4920.85986328125,4923.14013671875,4722.14013671875,4897.259765625,2020130000,71.82506021537293,175.1799449699365,150.9127325117427,140.77218191964286,4622.178848896241,4399.882906923648,SELL,5006.77978515625,3748.030029296875,4709.714842773437,4525.937378417969,4377.4049072265625,4228.872436035156,4017.4024770507813,-1.0,-0.01019421504584428,9233.916903246734,10362.576680696458,-0.10891690476483573
2000-03-09,4913.080078125,5047.9599609375,4857.56982421875,5046.85986328125,2006810000,72.54794789509504,187.28232510995804,158.18665103138576,145.40788922991072,4662.624659790052,4425.254552271005,SELL,5047.9599609375,3748.030029296875,4741.1764970703125,4551.386727050782,4397.9949951171875,4244.603263183593,4026.2150346679687,-1.0,-0.03054771541961654,8951.841837477967,10362.576680696458,-0.13613745757331064
2000-03-10,5060.33984375,5132.52001953125,5039.35009765625,5048.6201171875,1992170000,82.87085526269365,194.77039447588777,165.50339972028618,140.64571707589286,4699.386131923143,4449.700260699104,SELL,5132.52001953125,3748.030029296875,4805.780381835937,4603.644843261719,4440.2750244140625,4276.905205566406,4044.310887207031,-1.0,-0.00034878200582832974,8948.719596126033,10362.576680696458,-0.1364387572836181
2000-03-13,4879.02978515625,5027.72998046875,4839.259765625,4907.240234375,1736270000,74.29940539724687,187.13934256414086,169.83058828905715,144.67644391741072,4719.181760728082,4467.6430047648255,SELL,5132.52001953125,3748.030029296875,4805.780381835937,4603.644843261719,4440.2750244140625,4276.905205566406,4044.310887207031,-1.0,0.028003668236234902,9199.316570835039,10362.576680696458,-0.11225587474091803
2000-03-29,4860.02001953125,4860.02001953125,4641.009765625,4644.669921875,1738270000,36.96549567623835,72.63273888893309,98.26062112932705,180.92079380580358,4772.944670555979,4588.988601229972,BUY,5132.52001953125,4291.009765625,4933.923599609375,4811.063102539062,4711.764892578125,4612.466682617188,4471.092959960937,0.0,-0.0,9575.389076615875,10362.576680696458,-0.07596446601422668
2000-03-30,4540.43994140625,4683.8798828125,4355.68994140625,4457.89013671875,1925860000,32.905229906122656,39.34150569030862,86.47679804152337,197.70793805803572,4742.939476857196,4583.84748497463,BUY,5132.52001953125,4291.009765625,4933.923599609375,4811.063102539062,4711.764892578125,4612.466682617188,4471.092959960937,1.0,-0.04021379092550226,9190.326382258507,10362.576680696458,-0.11312343778566525
2000-04-03,4494.89013671875,4572.83984375,4193.10009765625,4223.68017578125,1739920000,36.94666095481381,-19.726471026394393,54.91654335806661,204.03644670758928,4678.828257362834,4569.308164940418,BUY,5132.52001953125,4193.10009765625,4910.81691796875,4773.661609375,4662.81005859375,4551.9585078125,4394.1359609374995,0.0,-0.0,9427.285020422394,10362.576680696458,-0.09025666965787937
2000-04-04,4283.4501953125,4283.4501953125,3649.110107421875,4148.89013671875,2889100000,37.95655471497861,-58.14328073644356,32.30457853916458,234.73788016183036,4628.357960158636,4552.821183441529,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,-0.017707315883278563,9260.353106644076,10362.576680696458,-0.10636578218095305
2000-04-05,4025.89990234375,4286.8798828125,4009.090087890625,4169.22021484375,1947700000,33.745878744601754,-85.9575467188306,8.652153487565545,235.818603515625,4584.630555842932,4537.7780082024,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,0.004900124480297308,9305.729989598138,10362.576680696458,-0.1019868632737867
2000-04-06,4266.7998046875,4324.08984375,4196.509765625,4267.56005859375,1746450000,34.43025800670185,-98.92500350880437,-12.863277911708439,239.45856584821428,4554.4333656287245,4527.181225864806,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,0.023587107104556138,9525.22523954887,10362.576680696458,-0.080805331236527
2000-04-10,4475.2001953125,4475.2001953125,4188.169921875,4188.2001953125,1446140000,35.86090474953281,-109.1164609578118,-45.04569455952216,240.06640625,4510.249343802651,4510.846083184891,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,0.0,-0.0,9924.509332094547,10362.576680696458,-0.042273978962968584
2000-04-11,4094.610107421875,4182.9599609375,4009.52001953125,4055.89990234375,1679390000,27.90521674435182,-130.51552293969326,-62.139660235556384,239.34786551339286,4466.977968425613,4493.005056485238,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,-0.031588817821273873,9611.005814837481,10362.576680696458,-0.07252741176420086
2000-04-12,4050.320068359375,4077.919921875,3769.169921875,3769.6298828125,1921090000,21.311039647583414,-168.63016823921953,-83.43776183628901,253.47928292410714,4400.563865033888,4464.637402615719,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,-0.07058113524099185,8932.650113618478,10362.576680696458,-0.13798947994678445
2000-04-13,3839.56005859375,3914.679931640625,3676.669921875,3676.780029296875,1951500000,19.538190536443366,-203.97718442967562,-107.54564635496635,257.9064418247768,4331.632071154172,4433.741035034588,BUY,5132.52001953125,3649.110107421875,4782.4352802734375,4565.857433105469,4390.8150634765625,4215.772693847656,3966.5598286132813,1.0,-0.024631026493866393,8712.629772009503,10362.576680696458,-0.15922168390420677
2000-04-14,3597.43994140625,3615.639892578125,3265.97998046875,3321.2900390625,2555780000,16.752833634327757,-257.70436517389044,-137.57739011875117,281.84786551339283,4235.409020478774,4390.115505780781,BUY,5132.52001953125,3265.97998046875,4692.0165703125,4419.501724609375,4199.25,3978.998275390625,3665.419548828125,1.0,-0.09668513955194558,7870.247946638328,10362.576680696458,-0.24051245272817834
2000-04-17,3232.93994140625,3539.77001953125,3227.0400390625,3539.159912109375,2482830000,24.667473313076414,-279.4815754264573,-165.9582271802924,295.28072684151783,4169.099581586451,4356.744698185824,BUY,5132.52001953125,3227.0400390625,4682.826744140625,4404.626666992188,4179.780029296875,3954.9333916015626,3634.8127548828124,1.0,0.06559796659865724,8386.52020856506,10362.576680696458,-0.19069161397014533
2000-04-18,3596.14990234375,3794.969970703125,3563.830078125,3793.570068359375,2152720000,33.76172639603257,-273.06368979326635,-187.3793197028872,297.90928431919644,4133.334866041015,4334.659418584787,BUY,5132.52001953125,3227.0400390625,4682.826744140625,4404.626666992188,4179.780029296875,3954.9333916015626,3634.8127548828124,1.0,0.07188433486136803,8989.37963555918,10362.576680696458,-0.13251501894266193
2000-04-19,3832.64990234375,3851.56005859375,3698.330078125,3706.409912109375,1760270000,35.095830685129386,-271.87654183514496,-204.27876412933875,285.41214425223217,4092.6753466189534,4310.022183036732,BUY,5132.52001953125,3227.0400390625,4682.826744140625,4404.626666992188,4179.780029296875,3954.9333916015626,3634.8127548828124,1.0,-0.022975760215151242,8782.841804569609,10362.576680696458,-0.15244614585768035
2000-04-20,3735.080078125,3751.330078125,3599.679931640625,3643.8798828125,1422730000,31.18490710091767,-272.8362824747137,-217.99026779841375,280.1657191685268,4049.932921494529,4283.898955576958,BUY,5132.52001953125,3227.0400390625,4682.826744140625,4404.626666992188,4179.780029296875,3954.9333916015626,3634.8127548828124,1.0,-0.016870780830954613,8634.668405411769,10362.576680696458,-0.16674504117334632
2000-04-24,3466.68994140625,3496.820068359375,3345.25,3482.47998046875,1540710000,33.75188359929038,-283.3541765248774,-231.06304954370648,274.37215750558033,3995.8897842539786,4252.470760474675,BUY,5078.85986328125,3227.0400390625,4641.830384765625,4371.464690429688,4152.949951171875,3934.4352119140626,3623.3294814453125,1.0,-0.04429342007266568,8252.209410542691,10362.576680696458,-0.20365275309228703
2000-04-26,3728.989990234375,3777.080078125,3629.360107421875,3630.090087890625,1592830000,39.198603664207546,-263.14171223078483,-243.72752953552063,236.13502720424108,3936.5232087639565,4207.670904633017,BUY,5078.85986328125,3227.0400390625,4641.830384765625,4371.464690429688,4152.949951171875,3934.4352119140626,3623.3294814453125,0.0,-0.0,8794.263611356087,10362.576680696458,-0.151343928992279
2000-04-28,3830.610107421875,3873.85009765625,3810.06005859375,3860.659912109375,1583710000,38.04016583287334,-217.88517718108733,-238.47385813902207,238.021484375,3915.2964530287154,4177.723989208044,BUY,5078.85986328125,3227.0400390625,4641.830384765625,4371.464690429688,4152.949951171875,3934.4352119140626,3623.3294814453125,0.0,0.0,9142.972805420544,10362.576680696458,-0.11769310981773562
2000-05-18,3660.239990234375,3663.840087890625,3538.7099609375,3538.7099609375,1258610000,38.51401575296946,-127.92296137241101,-150.5480770033082,141.22215053013392,3696.68524456503,3947.735621052068,BUY,4475.2001953125,3227.0400390625,4180.6343984375,3998.403015625,3851.1201171875,3703.83721875,3494.1463125,0.0,-0.0,9373.687229601397,10362.576680696458,-0.0954289151787101
2000-05-19,3480.6298828125,3506.179931640625,3381.72998046875,3390.39990234375,1366930000,30.456904159557567,-137.48473815290617,-147.9354092332278,143.74072265625,3667.515211972527,3925.879318357624,BUY,4475.2001953125,3227.0400390625,4180.6343984375,3998.403015625,3851.1201171875,3703.83721875,3494.1463125,1.0,-0.04191076980902342,8980.828781859791,10362.576680696458,-0.13334018569055373
2000-05-22,3390.949951171875,3390.949951171875,3172.64990234375,3364.2099609375,1615480000,33.87215605675016,-145.49860715974228,-147.4480488185307,146.9378662109375,3638.6289975882387,3903.853069047031,BUY,4475.2001953125,3172.64990234375,4167.798326171875,3977.6259833984377,3823.925048828125,3670.2241142578123,3451.3956650390624,1.0,-0.007724735181872,8911.45425780619,10362.576680696458,-0.14003490324886458
2000-05-23,3346.659912109375,3389.60009765625,3163.969970703125,3164.550048828125,1330440000,30.988611527145167,-166.0464621093247,-151.1677314766895,149.29288155691964,3593.478621515847,3874.860793744329,BUY,4182.9599609375,3163.969970703125,3942.4783232421873,3793.7057846679686,3673.4649658203125,3553.2241469726564,3382.033828613281,1.0,-0.05934823165844738,8382.57520610025,10362.576680696458,-0.19107231102903022
2000-05-24,3155.139892578125,3276.18994140625,3042.659912109375,3270.610107421875,2087980000,35.21528536184131,-171.79231003545874,-155.29264718844337,160.04216657366072,3562.729239221183,3851.1646883983503,BUY,4077.919921875,3042.659912109375,3833.5985595703123,3682.4505981445313,3560.2899169921875,3438.1292358398437,3264.2055541992186,1.0,0.03351505173161207,8663.51764777683,10362.576680696458,-0.16396105768603464
2000-05-25,3308.510009765625,3365.840087890625,3194.590087890625,3205.35009765625,1561840000,29.470819178397022,-179.54222232315806,-160.1425622153863,163.40860421316964,3528.6931305007133,3825.8386260163074,BUY,3982.3798828125,3042.659912109375,3760.6059697265623,3623.406854003906,3512.5198974609375,3401.632940917969,3243.7599858398435,1.0,-0.019953466668965802,8490.650437155917,10362.576680696458,-0.18064293285545385
2000-05-26,3215.280029296875,3256.6298828125,3150.780029296875,3205.110107421875,1069440000,32.70322145109101,-183.58717023309282,-164.8314838189276,160.41859654017858,3497.8756997313003,3801.496331169467,BUY,3982.3798828125,3042.659912109375,3760.6059697265623,3623.406854003906,3512.5198974609375,3401.632940917969,3243.7599858398435,1.0,-7.487176971732179e-05,8490.014727131635,10362.576680696458,-0.1807042795691014
2000-06-09,3892.75,3893.669921875,3847.7099609375,3874.840087890625,1268720000,68.04300641149796,26.89062158133038,-48.08680309491675,160.36070033482142,3643.944007078103,3777.768668816496,SELL,3982.3798828125,3042.659912109375,3760.6059697265623,3623.406854003906,3512.5198974609375,3401.632940917969,3243.7599858398435,0.0,0.0,9163.814969845827,10362.576680696458,-0.11568181812190592
2000-06-12,3892.050048828125,3892.050048828125,3767.8798828125,3767.909912109375,1281000000,64.18282620230084,31.81383910453951,-32.1066746550255,153.63713727678572,3655.7502837477477,3777.3820509064126,SELL,3982.3798828125,3042.659912109375,3760.6059697265623,3623.406854003906,3512.5198974609375,3401.632940917969,3243.7599858398435,-1.0,0.027596022895350125,9416.699817562445,10362.576680696458,-0.09127815332802358
2000-06-13,3743.909912109375,3851.429931640625,3695.35009765625,3851.06005859375,1398790000,76.26904285954774,41.94157005618354,-17.297025712783693,148.66925920758928,3674.3512146854623,3780.2713845412104,SELL,3948.6298828125,3042.659912109375,3734.8209697265625,3602.549354003906,3495.6448974609375,3388.740440917969,3236.5374858398436,-1.0,-0.022067976258441258,9208.89230955561,10362.576680696458,-0.11133180546590771
2000-06-14,3875.0400390625,3883.340087890625,3797.0,3797.409912109375,1400300000,71.00008330848353,45.11865162289223,-4.813890245648508,138.15569196428572,3686.071090630597,3780.943483661531,SELL,3893.669921875,3042.659912109375,3692.8315595703125,3568.5840981445313,3468.1649169921875,3367.7457358398437,3224.776054199219,-1.0,0.013931267149327686,9337.183848469416,10362.576680696458,-0.09895153144074265
2000-06-15,3802.18994140625,3849.93994140625,3763.739990234375,3845.739990234375,1426630000,75.87746860958366,50.94903627204667,6.3386950578905275,132.0806884765625,3701.2776524976234,3783.484523134976,SELL,3893.669921875,3042.659912109375,3692.8315595703125,3568.5840981445313,3468.1649169921875,3367.7457358398437,3224.776054199219,-1.0,-0.012727116440835795,9218.348422400455,10362.576680696458,-0.1104192802189331
2000-06-16,3877.070068359375,3883.14990234375,3822.340087890625,3860.56005859375,1501190000,76.17757108309492,56.11861333042816,16.294678712398056,128.86354282924108,3716.447405459159,3786.507093152967,SELL,3893.669921875,3042.659912109375,3692.8315595703125,3568.5840981445313,3468.1649169921875,3367.7457358398437,3224.776054199219,-1.0,-0.0038536324340721073,9182.824295931316,10362.576680696458,-0.11384739733340654
2000-06-19,3818.64990234375,3990.7900390625,3818.64990234375,3989.830078125,1411400000,73.53282354363495,69.84146171962539,27.004035313843524,122.93570382254464,3742.4838504749537,3794.4805435440276,SELL,3990.7900390625,3042.659912109375,3767.0313291015627,3628.604330566406,3516.7249755859375,3404.845620605469,3245.559759277344,-1.0,-0.03348478396120025,8875.339408228394,10362.576680696458,-0.14352002579035283
2000-06-20,4003.090087890625,4050.580078125,3982.22998046875,4013.360107421875,1694520000,78.04797165636472,81.67410639331001,37.93804952973682,120.54000418526786,3768.281589231803,3803.064055852963,SELL,4050.580078125,3042.659912109375,3812.7109189453126,3665.5545747070314,3546.6199951171875,3427.6854155273436,3258.3548276367187,-1.0,-0.005897501606868527,8822.997079806864,10362.576680696458,-0.14857111781450483
2000-06-21,3965.3701171875,4073.159912109375,3961.300048828125,4064.010009765625,1541900000,75.05645202067362,94.05438595261148,49.16131681431176,115.5042724609375,3796.4462007112147,3813.2972305162048,SELL,4073.159912109375,3042.659912109375,3829.961912109375,3679.508912109375,3557.909912109375,3436.310912109375,3263.186912109375,-1.0,-0.012620323366967057,8711.648003593895,10362.576680696458,-0.15931642563166115
2000-06-30,3889.510009765625,3967.489990234375,3889.330078125,3966.110107421875,2066390000,60.1601437739665,67.57781100906504,67.84984559240591,106.42640904017857,3852.7330177529257,3836.0279574280735,SELL,4073.72998046875,3042.659912109375,3830.3974443359375,3679.8612143554687,3558.1949462890625,3436.5286782226563,3263.308906738281,0.0,0.0,8984.250579216838,10362.576680696458,-0.13300997849764373
2000-07-13,4128.81005859375,4193.240234375,4111.16015625,4174.85986328125,1881560000,61.39090376520738,80.88877332515176,68.54910593087122,101.21147809709821,3945.9903362222767,3884.330551861856,SELL,4193.240234375,3459.85009765625,4020.160162109375,3913.0852021484375,3826.545166015625,3740.0051298828125,3616.7955869140624,0.0,0.0,8925.762094427047,10362.576680696458,-0.1386541813433263
2000-07-14,4221.7998046875,4252.22021484375,4174.60009765625,4246.18017578125,1678610000,69.56080198000221,94.74596074581814,73.7884768938606,97.65220424107143,3974.5798447517027,3898.5207331920283,SELL,4252.22021484375,3695.35009765625,4120.7988671875,4039.495830078125,3973.78515625,3908.074482421875,3814.520302734375,-1.0,-0.017083282992867987,8773.280774640936,10362.576680696458,-0.15336879571816175
2000-07-17,4243.5498046875,4289.06005859375,4215.85986328125,4274.669921875,1584500000,68.37909902310092,106.79569176668656,80.3899198684258,96.46793038504464,4003.1598520967786,3913.2716817678315,SELL,4289.06005859375,3695.35009765625,4148.9445078125,4062.262853515625,3992.205078125,3922.147302734375,3822.404029296875,-1.0,-0.006709500048124539,8714.416446861274,10362.576680696458,-0.1590492678240344
2000-07-18,4233.490234375,4237.85009765625,4161.89013671875,4177.169921875,1501970000,65.43734493225462,107.24154152073788,85.76024419888822,98.32362583705357,4019.7322396947043,3923.6206323602696,SELL,4289.06005859375,3695.35009765625,4148.9445078125,4062.262853515625,3992.205078125,3922.147302734375,3822.404029296875,-1.0,0.02280877863833597,8913.181642560008,10362.576680696458,-0.13986820872808614
2000-07-20,4106.6298828125,4184.56005859375,4106.6298828125,4184.56005859375,1719880000,63.51935589466187,97.57654665947393,89.86958185681756,101.29935128348214,4038.5233481578243,3938.8273713145695,SELL,4289.06005859375,3695.35009765625,4148.9445078125,4062.262853515625,3992.205078125,3922.147302734375,3822.404029296875,0.0,0.0,9172.521929229895,10362.576680696458,-0.11484158700445735
2000-07-28,3855.10009765625,3867.800048828125,3642.280029296875,3663.0,1769410000,37.86793315180944,0.3683915069013892,54.037546710064376,119.27645438058036,3980.8473784247294,3935.7218203984753,BUY,4289.06005859375,3642.280029296875,4136.4199716796875,4041.9900874023438,3965.6700439453125,3889.3500004882812,3780.690955566406,0.0,-0.0,9370.04255859091,10362.576680696458,-0.09578062992329439
2000-08-01,3760.949951171875,3766.919921875,3682.449951171875,3685.52001953125,1341460000,34.38733525984317,-34.91111257194234,25.062557561746246,119.05215890066964,3934.2933425409205,3919.5525381821976,BUY,4289.06005859375,3615.7900390625,4130.168333984375,4031.8709111328126,3952.425048828125,3872.9791865234374,3759.8698232421875,0.0,-0.0,9636.05146772647,10362.576680696458,-0.07011047882746868
2000-08-02,3684.1201171875,3753.949951171875,3651.81005859375,3658.4599609375,1476820000,29.794353048346665,-51.589908932076014,9.732064262981794,119.65855189732143,3908.023496673928,3909.3136135843665,BUY,4289.06005859375,3615.7900390625,4130.168333984375,4031.8709111328126,3952.425048828125,3872.9791865234374,3759.8698232421875,1.0,-0.007342263357774881,9565.301040121349,10362.576680696458,-0.07693797258555246
2000-08-03,3554.679931640625,3761.070068359375,3521.139892578125,3759.8798828125,1828860000,31.409970201985885,-55.97894468936511,-3.4101375274875867,131.25212751116072,3893.914581068078,3903.453467279587,BUY,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,1.0,0.02772202592289963,9830.47056351593,10362.576680696458,-0.051348823133125054
2000-08-04,3812.31005859375,3846.97998046875,3751.219970703125,3787.360107421875,1438850000,31.35698953293773,-56.58755655670075,-14.04562133333022,132.86354282924108,3883.7665359589155,3898.9007865008534,BUY,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,1.0,0.007308803862324131,9902.31954473902,10362.576680696458,-0.04441531774764196
2000-08-07,3819.3798828125,3870.260009765625,3795.610107421875,3862.989990234375,1319680000,37.77586403755997,-50.38636373202962,-21.313769813070103,130.72926548549108,3881.787817318483,3897.4925199805994,BUY,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,1.0,0.019969023453643153,10100.059195973383,10362.576680696458,-0.02533322481580247
2000-08-09,3915.260009765625,3936.4599609375,3849.77001953125,3853.5,1517650000,34.29506363407258,-41.831401833254404,-29.38398583224867,122.35138811383929,3876.22971407583,3893.9232776849576,BUY,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,0.0,0.0,10062.304952923776,10362.576680696458,-0.028976550622977104
2000-08-10,3843.580078125,3847.2900390625,3759.989990234375,3759.989990234375,1349670000,34.18479327470325,-45.4654636441669,-32.60028139463232,122.54495675223214,3865.1592641861675,3888.6709919025816,BUY,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,1.0,-0.024266253993934117,9818.130505171706,10362.576680696458,-0.05253965227962587
2000-08-17,3858.8798828125,3947.050048828125,3857.75,3940.8701171875,1440370000,69.54546703485417,-19.825759144471704,-31.857446841199376,99.6578369140625,3865.054685525646,3883.6724014995216,SELL,4289.06005859375,3521.139892578125,4107.8308994140625,3995.7145551757812,3905.0999755859375,3814.4853959960938,3685.4748081054686,0.0,0.0,9895.108980189949,10362.576680696458,-0.045111145124485774
